status,placement,415_mean,415_ptp,415_std,415_median,415_var,445_mean,445_ptp,445_std,445_median,445_var,480_mean,480_ptp,480_std,480_median,480_var,515_mean,515_ptp,515_std,515_median,515_var,555_mean,555_ptp,555_std,555_median,555_var,590_mean,590_ptp,590_std,590_median,590_var,630_mean,630_ptp,630_std,630_median,630_var,680_mean,680_ptp,680_std,680_median,680_var,910_mean,910_ptp,910_std,910_median,910_var
usable,right,2857.375,104,30.00922477,2851.0,900.5535714,12115.75,450,130.4275935,12087.5,17011.35714,5521.125,185,53.44272635,5511.5,2856.125,16498.875,577,166.4550025,16471.5,27707.26786,24154.875,697,227.5235859,24069.0,51766.98214,26667.875,693,228.3458764,26585.5,52141.83929,23477.875,534,176.2825958,23419.5,31075.55357,11975.75,265,87.55039365,11947.0,7665.071429,3391.375,84,27.38058488,3381.5,749.6964286
not_usable,inclined,2749.875,624,202.3684317,2834.5,40952.98214,11648.375,2720,883.4544111,12017.5,780491.6964,5309.625,1242,407.6668589,5488.0,166192.2679,15889.375,3538,1144.046695,16364.5,1308842.839,22893.5,4789,1713.324754,23810.5,2935481.714,25284.25,5179,1856.479906,26305.5,3446517.643,22312.375,4379,1576.798197,23216.5,2486292.554,11380.125,2266,818.5084758,11853.5,669956.125,3301.25,323,108.5603848,3348.5,11785.35714
not_usable,inclined,2419.0,166,54.87127794,2421.5,3010.857143,10185.375,716,234.0085087,10196.0,54759.98214,4613.0,324,105.6706474,4614.5,11166.28571,13971.375,943,307.3996642,13989.5,94494.55357,20247.75,1379,455.8545351,20285.5,207803.3571,22452.875,1594,515.725685,22468.0,265972.9821,19837.25,1429,457.0557171,19854.5,208899.9286,10097.5,740,236.3115377,10099.5,55843.14286,3156.125,125,40.68498319,3158.5,1655.267857
not_usable,inclined,2602.875,389,132.7074522,2580.0,17611.26786,10975.375,1675,572.5456782,10874.0,327808.5536,4962.5,778,262.3732347,4925.5,68839.71429,15001.625,2198,748.7150779,14874.5,560574.2679,21937.625,3522,1162.689977,21778.0,1351847.982,24253.125,4031,1291.215533,24163.0,1667237.554,21354.5,3651,1145.559501,21344.5,1312306.571,10873.75,1881,589.8764398,10870.0,347954.2143,3306.875,304,101.4895315,3287.5,10300.125
not_usable,inclined,2249.25,386,145.6863068,2222.5,21224.5,9441.75,1666,631.8145637,9325.0,399189.6429,4260.625,748,282.821972,4212.0,79988.26786,12980.125,2258,854.3138329,12823.0,729852.125,18790.75,3474,1305.833806,18294.0,1705201.929,20638.875,3919,1469.701081,20132.5,2160021.268,18150.375,3390,1264.880563,17756.5,1599922.839,9211.875,1758,654.6417641,9000.5,428555.8393,3050.25,310,116.4789987,3011.0,13567.35714
not_usable,inclined,2206.125,89,30.46514402,2219.0,928.125,9239.75,379,130.8060178,9294.5,17110.21429,4178.875,173,58.67206076,4202.5,3442.410714,12741.125,532,179.5123852,12812.0,32224.69643,18659.375,542,216.2603837,18735.5,46768.55357,20485.125,578,233.849425,20555.5,54685.55357,18032.125,486,196.7438055,18084.0,38708.125,9159.0,251,102.3858249,9188.0,10482.85714,3049.5,56,19.80620393,3053.0,392.2857143
not_usable,inclined,2427.125,288,102.1349772,2428.0,10431.55357,10184.25,1256,448.320915,10192.5,200991.6429,4596.25,555,199.5113674,4598.0,39804.78571,14015.25,1677,595.4608659,14015.5,354573.6429,20609.0,2582,986.0294113,20881.5,972254.0,22660.875,2834,1102.05528,22992.0,1214525.839,19916.75,2420,959.0410017,20227.5,919759.6429,10136.25,1256,498.8812484,10298.5,248882.5,3254.375,221,87.64039757,3277.0,7680.839286
not_usable,inclined,2271.125,100,34.51060913,2263.5,1190.982143,9493.0,428,146.3986729,9459.5,21432.57143,4290.375,184,62.09885552,4271.0,3856.267857,13121.5,598,204.1309104,13073.0,41669.42857,19248.125,913,334.4835838,19270.5,111879.2679,21045.25,861,323.7784737,21067.5,104832.5,18448.25,627,243.229903,18458.0,59160.78571,9377.625,332,127.0106154,9385.0,16131.69643,3143.5,87,32.18251522,3149.0,1035.714286
not_usable,moving,2616.375,1737,649.5446619,2245.5,421908.2679,11098.125,7908,2970.882959,9373.0,8826145.554,4974.25,3431,1281.965205,4235.5,1643434.786,15087.375,9925,3703.483377,12985.5,13715789.13,20927.0,11895,4211.188431,18788.5,17734108.0,22717.375,12819,4529.577556,20449.5,20517072.84,19669.375,10751,3782.266741,17873.5,14305541.7,9991.625,5439,1913.618557,9087.0,3661935.982,3082.75,1808,489.7193803,3063.5,239825.0714
not_usable,moving,2811.75,876,303.6622889,2720.0,92210.78571,12061.0,3809,1322.071751,11645.0,1747873.714,5380.625,1663,581.754965,5200.0,338438.8393,16222.0,4957,1731.641418,15694.0,2998582.0,22349.875,9340,2864.940759,22577.5,8207885.554,24331.5,10131,3115.055881,24623.5,9703573.143,21022.5,8733,2692.281826,21300.0,7248381.429,10688.25,4428,1362.999607,10829.5,1857767.929,3030.25,1072,340.0322464,3060.5,115621.9286
not_usable,moving,3074.75,1065,364.9445163,3033.0,133184.5,13204.0,4754,1621.438603,12994.5,2629063.143,5861.375,2065,704.8458671,5778.0,496807.6964,17634.5,6133,2090.092137,17365.0,4368485.143,24343.0,12268,3953.885322,25544.0,15633209.14,26382.0,13139,4210.930674,27643.5,17731937.14,22618.5,11208,3571.927971,23647.5,12758669.43,11513.875,5660,1804.345029,12038.0,3255660.982,3262.625,1526,475.8138704,3363.0,226398.8393
not_usable,moving,2782.0,992,347.6106196,2832.0,120833.1429,11895.375,4338,1524.714581,12114.0,2324754.554,5300.375,1939,677.9283438,5394.0,459586.8393,15943.75,5710,2001.826363,16237.5,4007308.786,23307.375,7218,2333.086487,23674.5,5443292.554,25338.125,7842,2513.811928,25701.5,6319250.411,21767.375,6820,2166.822818,22059.5,4695121.125,11083.125,3473,1100.493842,11233.0,1211086.696,3131.5,1155,364.8334258,3209.5,133103.4286
not_usable,moving,2514.875,2038,733.3431155,2716.0,537792.125,10748.5,8875,3185.591984,11597.5,10147996.29,4813.125,3933,1419.315271,5205.0,2014455.839,14433.0,11679,4198.311327,15576.0,17625818.0,22214.625,10697,3794.177642,21743.5,14395783.98,24237.375,11503,4089.454799,23770.5,16723640.55,20941.875,9775,3519.715794,20552.5,12388399.27,10660.625,4936,1774.281419,10475.5,3148074.554,3055.875,1277,507.8009839,3007.5,257861.8393
